,X,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,county,hhuid,index.y,benefits_received,benefits_received1,benefits_received2,benefits_received3,benefits_received4,benefit_rank1,benefit_rank2,benefit_rank3,fair_distributed,opinion_represented,ccy_satisfaction,ccy_communication,communication_neighbours,receive_info1,receive_info2,receive_info3,receive_info4,receive_info5,receive_info6,receive_info7,receive_info8,other_communication,trust_revenue,support_traditional,received_bursary,other_got_bursary,transport_impact,transport_satisfaction,security_impact,security_satisfaction,bursaries_impact,bursaries_satisfaction,medical_impact,medical_satisfaction,rangelands_impact,rangelands_satisfaction,beadwork_impact,beadwork_satisfaction,mfi_impact,mfi_satsifaction,other_positive,other_positive_impact,other_satisfaction,neg_conservation_impact,neg_conservation_satisfaction,neg_security_impact,neg_security_satisfaction,neg_rangelands_impact,neg_rangelands_satisfaction,neg_other,neg_other_impact,neg_other.satisfaction,transport_impact1,transport_improve,security_impact1,security_improve,bursaries_impact1,bursaries_improve,medical_impact1,medical_improve,rangelands_impact1,rangelands_improve,beadwork_impact1,beadwork_improve,mfi_impact1,mfi_improve,conservation_impact1,conservation_improve,other_impact1,other_improve,general_wellbeing,agm,ccy_permenant_employ,ccy_casual_employ
2216,2216,nendia006,99,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,Samburu,99,99,2,3,4,5,NA,NA,NA,NA,2,2,3,2,2,1,2,4,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,1,2,1,1,2,1,2,2,3,2,3,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1
2217,2217,nendia007,100,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,Samburu,100,100,4,8,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,3,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,1,1,3,2,2,2,3,1,3,2,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1
2218,2218,nendia007,100,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,Samburu,100,100,4,8,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,3,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,1,1,3,2,2,2,3,1,3,2,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1
2219,2219,nendia007,100,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,Samburu,793,100,4,8,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,3,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,1,1,3,2,2,2,3,1,3,2,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1
2220,2220,nendia007,100,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,Samburu,793,100,4,8,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,3,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,1,1,3,2,2,2,3,1,3,2,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1
2221,2221,nendia008,101,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,Samburu,794,101,3,4,7,NA,NA,NA,NA,NA,2,2,2,2,2,1,3,4,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,1,1,1,2,2,3,3,2,2,2,2,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2222,2222,nendia008,101,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,Samburu,794,101,3,4,7,NA,NA,NA,NA,NA,2,2,2,2,2,1,3,4,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,1,1,1,2,2,3,3,2,2,2,2,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2223,2223,nendia008,101,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,Samburu,101,101,3,4,7,NA,NA,NA,NA,NA,2,2,2,2,2,1,3,4,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,1,1,1,2,2,3,3,2,2,2,2,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2224,2224,nendia008,101,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,Samburu,101,101,3,4,7,NA,NA,NA,NA,NA,2,2,2,2,2,1,3,4,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,1,1,1,2,2,3,3,2,2,2,2,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2265,2265,nkare narok001,193,25/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,886,193,2,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,NA,1,NA,1,3,3,3,3,3,3,3,3,3,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2
2266,2266,nkare narok001,193,25/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,886,193,2,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,NA,1,NA,1,3,3,3,3,3,3,3,3,3,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2
2267,2267,nkare narok001,193,25/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,193,193,2,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,NA,1,NA,1,3,3,3,3,3,3,3,3,3,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2
2268,2268,nkare narok001,193,25/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,193,193,2,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,NA,1,NA,1,3,3,3,3,3,3,3,3,3,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2
2269,2269,nkare narok002,194,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,194,194,2,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,NA,NA,NA,2,1,1,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1
2270,2270,nkare narok002,194,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,194,194,2,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,NA,NA,NA,2,1,1,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1
2271,2271,nkare narok002,194,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,887,194,2,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,NA,NA,NA,2,1,1,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1
2272,2272,nkare narok002,194,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,887,194,2,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,NA,NA,NA,2,1,1,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1
2273,2273,nkare narok003,195,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,888,195,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2274,2274,nkare narok003,195,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,888,195,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2275,2275,nkare narok003,195,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,195,195,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2276,2276,nkare narok003,195,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,195,195,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2277,2277,nkare narok004,196,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,196,196,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2278,2278,nkare narok004,196,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,196,196,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2279,2279,nkare narok004,196,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,889,196,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2280,2280,nkare narok004,196,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,889,196,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2281,2281,nkare narok005,197,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,197,197,2,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2282,2282,nkare narok005,197,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,197,197,2,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2283,2283,nkare narok005,197,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,890,197,2,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2284,2284,nkare narok005,197,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,890,197,2,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2285,2285,nkare narok006,198,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,891,198,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,3,3,2,2,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2286,2286,nkare narok006,198,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,891,198,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,3,3,2,2,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2287,2287,nkare narok006,198,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,198,198,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,3,3,2,2,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2288,2288,nkare narok006,198,26/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,Samburu,198,198,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,3,3,2,2,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
2289,2289,nkii001,294,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nkii,baseline,NRT,Samburu,294,294,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2290,2290,nkii001,294,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nkii,baseline,NRT,Samburu,294,294,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2291,2291,nkii001,294,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nkii,baseline,NRT,Samburu,987,294,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2292,2292,nkii001,294,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nkii,baseline,NRT,Samburu,987,294,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2293,2293,nkii002,295,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nkii,baseline,NRT,Samburu,988,295,2,3,4,NA,NA,NA,NA,NA,98,98,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,1,2,3,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2294,2294,nkii002,295,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nkii,baseline,NRT,Samburu,988,295,2,3,4,NA,NA,NA,NA,NA,98,98,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,1,2,3,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2295,2295,nkii002,295,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nkii,baseline,NRT,Samburu,295,295,2,3,4,NA,NA,NA,NA,NA,98,98,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,1,2,3,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2296,2296,nkii002,295,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nkii,baseline,NRT,Samburu,295,295,2,3,4,NA,NA,NA,NA,NA,98,98,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,1,2,3,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2297,2297,nkii003,296,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nkii,baseline,NRT,Samburu,296,296,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,1,2,2,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,98,1,1
2298,2298,nkii003,296,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nkii,baseline,NRT,Samburu,296,296,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,1,2,2,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,98,1,1
2299,2299,nkii003,296,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nkii,baseline,NRT,Samburu,989,296,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,1,2,2,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,98,1,1
2300,2300,nkii003,296,23/06/15,namunyak,ndonyo wasin,ndonyo wasin,nkii,baseline,NRT,Samburu,989,296,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,98,1,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,1,2,2,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,98,1,1
2301,2301,nkiitani001,28,21/06/15,namunyak,ngilai,ngilai central,nkiitani,baseline,NRT,Samburu,28,28,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,1,2,1,2,1,2,1,2,3,1,2,2,1,2,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2302,2302,nkiitani001,28,21/06/15,namunyak,ngilai,ngilai central,nkiitani,baseline,NRT,Samburu,28,28,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,1,2,1,2,1,2,1,2,3,1,2,2,1,2,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2303,2303,nkiitani001,28,21/06/15,namunyak,ngilai,ngilai central,nkiitani,baseline,NRT,Samburu,721,28,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,1,2,1,2,1,2,1,2,3,1,2,2,1,2,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2304,2304,nkiitani001,28,21/06/15,namunyak,ngilai,ngilai central,nkiitani,baseline,NRT,Samburu,721,28,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,1,2,1,2,1,2,1,2,3,1,2,2,1,2,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2305,2305,nkiitani002,29,21/06/15,namunyak,ngilai,ngilai central,nkiitani,baseline,NRT,Samburu,29,29,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,1,2,1,2,1,2,1,2,3,1,2,2,2,2,NA,NA,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2306,2306,nkiitani002,29,21/06/15,namunyak,ngilai,ngilai central,nkiitani,baseline,NRT,Samburu,29,29,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,1,2,1,2,1,2,1,2,3,1,2,2,2,2,NA,NA,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2307,2307,nkiitani002,29,21/06/15,namunyak,ngilai,ngilai central,nkiitani,baseline,NRT,Samburu,722,29,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,1,2,1,2,1,2,1,2,3,1,2,2,2,2,NA,NA,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
2308,2308,nkiitani002,29,21/06/15,namunyak,ngilai,ngilai central,nkiitani,baseline,NRT,Samburu,722,29,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,1,2,1,2,1,2,1,2,3,1,2,2,2,2,NA,NA,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
